,company,ESG_Rank,topic_num_0,topic_num_1,topic_num_2,topic_num_3,topic_num_4,topic_num_5,topic_num_6,topic_num_7,topic_num_8,topic_num_9,topic_num_10,topic_num_11,topic_num_12,topic_num_13,topic_num_14,topic_num_15,topic_num_16,topic_num_17,topic_num_18,topic_num_19,topic_num_20,topic_num_21,topic_num_22,topic_num_23,topic_num_24,topic_num_25,topic_num_26,topic_num_27,topic_num_28,topic_num_29,topic_num_30,topic_num_31,topic_num_32,topic_num_33,topic_num_34,topic_num_35,topic_num_36,topic_num_37,topic_num_38,topic_num_39,topic_num_40,topic_num_41,topic_num_42,topic_num_43,topic_num_44,topic_num_45,topic_num_46,topic_num_47,topic_num_48,topic_num_49,topic_num_50,topic_num_51,topic_num_52,topic_num_53,topic_num_54,topic_num_55,topic_num_56,topic_num_57,topic_num_58,topic_num_59,ESG_Rating_band,E_Rank,E_Rating_band,S_Rank,S_Rating_band,G_Rank,G_Rating_band
10,S7 Airlines,116,0.0,0.0,0.015696053644933705,0.022197571940400895,0.015696053644933705,0.0,0.015696053644933705,0.022197571940400895,0.03139210728986741,0.015696053644933705,0.03139210728986741,0.027186362391351845,0.035097442928555114,0.027186362391351845,0.015696053644933705,0.015696053644933705,0.0,0.0,0.04439514388080179,0.015696053644933705,0.03139210728986741,0.027186362391351845,0.022197571940400895,0.047088160934801115,0.015696053644933705,0.052057920629535376,0.0,0.03139210728986741,0.022197571940400895,0.04963527979417833,0.015696053644933705,0.022197571940400895,0.022197571940400895,0.0,0.015696053644933705,0.04439514388080179,0.0,0.027186362391351845,0.015696053644933705,0.0,0.022197571940400895,0.03139210728986741,0.027186362391351845,0.0,0.027186362391351845,0.022197571940400895,0.022197571940400895,0.022197571940400895,0.022197571940400895,0.027186362391351845,0.035097442928555114,0.035097442928555114,0.027186362391351845,0.0,0.022197571940400895,0.015696053644933705,0.015696053644933705,0.03844732240543963,0.06471648708342274,0.027186362391351845,CC,105,C,84,CCC,149,CC
11,VK,23,0.0,0.0,0.021204723241999273,0.0,0.021204723241999273,0.0,0.029988007195203354,0.047415202613180094,0.021204723241999273,0.0,0.0,0.029988007195203354,0.021204723241999273,0.029988007195203354,0.0,0.0,0.0,0.0,0.0,0.021204723241999273,0.021204723241999273,0.029988007195203354,0.021204723241999273,0.047415202613180094,0.021204723241999273,0.047415202613180094,0.0,0.03672765801557939,0.029988007195203354,0.042409446483998546,0.021204723241999273,0.029988007195203354,0.0,0.0,0.0,0.051940752079833286,0.0,0.029988007195203354,0.0,0.0,0.021204723241999273,0.029988007195203354,0.029988007195203354,0.0,0.029988007195203354,0.03672765801557939,0.021204723241999273,0.029988007195203354,0.029988007195203354,0.021204723241999273,0.021204723241999273,0.029988007195203354,0.021204723241999273,0.0,0.029988007195203354,0.0,0.021204723241999273,0.042409446483998546,0.0,0.021204723241999273,BBB,35,B,6,AA,41,BBB
12,X5 Group,19,0.0,0.0,0.020874143036171647,0.0,0.041748286072343294,0.0,0.029520496184669835,0.029520496184669835,0.029520496184669835,0.0,0.029520496184669835,0.029520496184669835,0.036155076303109365,0.029520496184669835,0.029520496184669835,0.0,0.0,0.0,0.029520496184669835,0.0,0.020874143036171647,0.020874143036171647,0.046676002800933654,0.05522779130530093,0.020874143036171647,0.051130999256491366,0.0,0.036155076303109365,0.029520496184669835,0.046676002800933654,0.020874143036171647,0.036155076303109365,0.020874143036171647,0.0,0.0,0.041748286072343294,0.0,0.029520496184669835,0.029520496184669835,0.0,0.036155076303109365,0.029520496184669835,0.036155076303109365,0.0,0.036155076303109365,0.036155076303109365,0.029520496184669835,0.020874143036171647,0.020874143036171647,0.020874143036171647,0.046676002800933654,0.029520496184669835,0.029520496184669835,0.0,0.0,0.0,0.020874143036171647,0.041748286072343294,0.0,0.020874143036171647,BBB,17,BBB,27,A,29,A
13,"«Акрон», группа",49,0.0,0.0,0.0,0.018712029714127994,0.026462806201248155,0.0,0.026462806201248155,0.018712029714127994,0.018712029714127994,0.0,0.018712029714127994,0.026462806201248155,0.018712029714127994,0.0495073771488337,0.026462806201248155,0.0,0.0,0.0,0.03742405942825599,0.018712029714127994,0.03742405942825599,0.026462806201248155,0.018712029714127994,0.05292561240249632,0.0,0.04184137043778616,0.0,0.03241018617760823,0.018712029714127994,0.04583492485141057,0.018712029714127994,0.018712029714127994,0.03241018617760823,0.0,0.018712029714127994,0.05292561240249632,0.0,0.026462806201248155,0.026462806201248155,0.0,0.026462806201248155,0.018712029714127994,0.026462806201248155,0.018712029714127994,0.026462806201248155,0.026462806201248155,0.018712029714127994,0.018712029714127994,0.026462806201248155,0.026462806201248155,0.04583492485141057,0.0495073771488337,0.03241018617760823,0.0,0.018712029714127994,0.03241018617760823,0.018712029714127994,0.0495073771488337,0.018712029714127994,0.018712029714127994,BB,42,B,57,B,36,BBB
14,«Архангельский ЦБК»,81,0.0,0.020860513166591616,0.020860513166591616,0.0,0.0,0.0,0.036131468676496206,0.02950122063825638,0.020860513166591616,0.0,0.020860513166591616,0.020860513166591616,0.02950122063825638,0.0510976130307596,0.020860513166591616,0.0,0.0,0.0,0.02950122063825638,0.020860513166591616,0.020860513166591616,0.0,0.020860513166591616,0.05900244127651277,0.020860513166591616,0.0510976130307596,0.0,0.04172102633318323,0.020860513166591616,0.04172102633318323,0.0,0.02950122063825638,0.020860513166591616,0.0,0.020860513166591616,0.05900244127651277,0.0,0.036131468676496206,0.02950122063825638,0.0,0.02950122063825638,0.036131468676496206,0.02950122063825638,0.0,0.02950122063825638,0.02950122063825638,0.020860513166591616,0.020860513166591616,0.02950122063825638,0.0,0.046645525486028246,0.046645525486028246,0.02950122063825638,0.0,0.0,0.036131468676496206,0.0,0.046645525486028246,0.0,0.0,CCC,80,CC,82,CCC,76,B
15,«Ашинский металлургический завод»,131,0.0,0.0,0.01585704302280871,0.0,0.0,0.0,0.027465204173310262,0.027465204173310262,0.022425245301989735,0.01585704302280871,0.03545742612113903,0.01585704302280871,0.01585704302280871,0.038841664235241505,0.022425245301989735,0.01585704302280871,0.0,0.0,0.022425245301989735,0.03171408604561742,0.01585704302280871,0.022425245301989735,0.027465204173310262,0.041953792367203764,0.022425245301989735,0.038841664235241505,0.0,0.022425245301989735,0.022425245301989735,0.03545742612113903,0.022425245301989735,0.027465204173310262,0.0,0.0,0.027465204173310262,0.041953792367203764,0.0,0.03545742612113903,0.027465204173310262,0.0,0.022425245301989735,0.027465204173310262,0.03171408604561742,0.0,0.022425245301989735,0.027465204173310262,0.022425245301989735,0.022425245301989735,0.022425245301989735,0.022425245301989735,0.03545742612113903,0.04485049060397947,0.022425245301989735,0.0,0.01585704302280871,0.022425245301989735,0.022425245301989735,0.041953792367203764,0.027465204173310262,0.022425245301989735,CC,153,C,121,CC,119,CCC
16,«Аэрофлот - Российские авиалинии»,30,0.0,0.0,0.0,0.0,0.04800153607373193,0.0,0.0,0.06788442333021305,0.04800153607373193,0.0,0.0,0.0,0.0,0.04800153607373193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04800153607373193,0.04800153607373193,0.04800153607373193,0.0,0.0,0.0,0.04800153607373193,0.0,0.0,0.04800153607373193,0.0,0.0,0.0,0.06788442333021305,0.0,0.04800153607373193,0.0,0.0,0.04800153607373193,0.0,0.06788442333021305,0.0,0.04800153607373193,0.06788442333021305,0.04800153607373193,0.04800153607373193,0.04800153607373193,0.0,0.0,0.0,0.0,0.0,0.04800153607373193,0.0,0.0,0.0,0.06788442333021305,0.0,BBB,37,B,23,A,28,A
17,«Башкирская содовая компания»,90,0.0,0.0,0.02009263970630489,0.0,0.0,0.0,0.028415283576532533,0.028415283576532533,0.028415283576532533,0.0,0.028415283576532533,0.028415283576532533,0.028415283576532533,0.04492850823070914,0.02009263970630489,0.0,0.034801472829495875,0.0,0.02009263970630489,0.028415283576532533,0.034801472829495875,0.0,0.04492850823070914,0.053160127845704605,0.0,0.04492850823070914,0.0,0.04018527941260978,0.02009263970630489,0.053160127845704605,0.02009263970630489,0.02009263970630489,0.028415283576532533,0.0,0.0,0.053160127845704605,0.0,0.028415283576532533,0.028415283576532533,0.0,0.028415283576532533,0.034801472829495875,0.034801472829495875,0.0,0.028415283576532533,0.034801472829495875,0.02009263970630489,0.02009263970630489,0.02009263970630489,0.028415283576532533,0.04018527941260978,0.04018527941260978,0.028415283576532533,0.0,0.02009263970630489,0.028415283576532533,0.02009263970630489,0.04018527941260978,0.0,0.028415283576532533,CCC,81,CC,68,B,118,CCC
18,«Вкусвилл»,149,0.0,0.0,0.012424517386760656,0.0,0.0,0.0,0.021519895373392356,0.012424517386760656,0.017570920994297242,0.017570920994297242,0.03043372789790149,0.012424517386760656,0.012424517386760656,0.03043372789790149,0.024849034773521312,0.0,0.0,0.0,0.024849034773521312,0.0,0.017570920994297242,0.017570920994297242,0.02778206546442487,0.02778206546442487,0.017570920994297242,0.02778206546442487,0.0,0.021519895373392356,0.017570920994297242,0.03043372789790149,0.012424517386760656,0.017570920994297242,0.0,0.0,0.012424517386760656,0.03928977377052683,0.0,0.017570920994297242,0.024849034773521312,0.0,0.017570920994297242,0.012424517386760656,0.017570920994297242,0.021519895373392356,0.024849034773521312,0.017570920994297242,0.012424517386760656,0.012424517386760656,0.021519895373392356,0.024849034773521312,0.03287218316536681,0.02778206546442487,0.021519895373392356,0.0,0.0,0.012424517386760656,0.0,0.02778206546442487,0.017570920994297242,0.012424517386760656,C,91,C,154,C,152,C
19,«Вымпелком»,32,0.0,0.0,0.02151781942580995,0.02151781942580995,0.0,0.010758909712904975,0.02151781942580995,0.015215396032337836,0.015215396032337836,0.0,0.018634978256797705,0.02405765348183827,0.028465399478543894,0.018634978256797705,0.028465399478543894,0.010758909712904975,0.010758909712904975,0.0,0.02151781942580995,0.0,0.0,0.026353838985291048,0.015215396032337836,0.02405765348183827,0.02151781942580995,0.028465399478543894,0.0,0.018634978256797705,0.010758909712904975,0.026353838985291048,0.02151781942580995,0.02151781942580995,0.010758909712904975,0.0,0.0,0.03227672913871492,0.0,0.02405765348183827,0.02151781942580995,0.0,0.03043079206467567,0.02405765348183827,0.02405765348183827,0.018634978256797705,0.018634978256797705,0.02151781942580995,0.015215396032337836,0.018634978256797705,0.055904934770393086,0.02405765348183827,0.026353838985291048,0.03043079206467567,0.02151781942580995,0.010758909712904975,0.010758909712904975,0.02151781942580995,0.018634978256797705,0.02151781942580995,0.010758909712904975,0.010758909712904975,BBB,52,CCC,24,A,30,A
20,«Высочайший» (GV Gold),66,0.0,0.0,0.0,0.0,0.0,0.0,0.02952692976787463,0.04175738453296616,0.05114214254947678,0.02952692976787463,0.0,0.04175738453296616,0.02952692976787463,0.05114214254947678,0.02952692976787463,0.0,0.0,0.0,0.02952692976787463,0.02952692976787463,0.02952692976787463,0.0,0.05114214254947678,0.04175738453296616,0.02952692976787463,0.06602422212782975,0.0,0.04175738453296616,0.0,0.04175738453296616,0.02952692976787463,0.02952692976787463,0.02952692976787463,0.0,0.0,0.06602422212782975,0.0,0.02952692976787463,0.04175738453296616,0.0,0.04175738453296616,0.04175738453296616,0.04175738453296616,0.0,0.02952692976787463,0.04175738453296616,0.05114214254947678,0.02952692976787463,0.02952692976787463,0.0,0.04175738453296616,0.04175738453296616,0.02952692976787463,0.0,0.02952692976787463,0.04175738453296616,0.02952692976787463,0.05114214254947678,0.02952692976787463,0.02952692976787463,B,66,CC,70,B,68-69,BB
21,«Группа Компаний ПИК»,134,0.0,0.0,0.022011272658140596,0.03812464258315117,0.022011272658140596,0.0,0.03812464258315117,0.022011272658140596,0.0,0.0,0.022011272658140596,0.022011272658140596,0.022011272658140596,0.03812464258315117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031128640318234514,0.022011272658140596,0.0,0.022011272658140596,0.03812464258315117,0.0,0.022011272658140596,0.0,0.049218701934884854,0.0,0.031128640318234514,0.0,0.0,0.0,0.05391638660171922,0.022011272658140596,0.031128640318234514,0.022011272658140596,0.0,0.049218701934884854,0.0,0.04402254531628119,0.0,0.031128640318234514,0.049218701934884854,0.022011272658140596,0.03812464258315117,0.022011272658140596,0.03812464258315117,0.022011272658140596,0.0,0.022011272658140596,0.0,0.031128640318234514,0.0,0.0,0.0,0.0,0.0,CC,133-134,C,149,C,120,CCC
22,«Группа ЛСР»,59,0.0,0.0,0.0,0.0,0.0,0.0,0.06068971290344044,0.04291410754228745,0.04291410754228745,0.0,0.0,0.04291410754228745,0.0,0.0858282150845749,0.0,0.0,0.0,0.04291410754228745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04291410754228745,0.0,0.0,0.0,0.06068971290344044,0.04291410754228745,0.04291410754228745,0.0,0.0,0.0,0.07432941462471664,0.0,0.04291410754228745,0.06068971290344044,0.0,0.06068971290344044,0.04291410754228745,0.06068971290344044,0.0,0.04291410754228745,0.06068971290344044,0.04291410754228745,0.04291410754228745,0.04291410754228745,0.0,0.07432941462471664,0.0,0.04291410754228745,0.0,0.0,0.0,0.0,0.06068971290344044,0.0,0.0,B,49,CCC,72,CCC,56,BBB
23,«Группа ПОЛИПЛАСТИК»,141,0.0,0.0,0.013684513787599334,0.019352824992904586,0.0,0.0,0.023702273156998865,0.019352824992904586,0.019352824992904586,0.013684513787599334,0.023702273156998865,0.019352824992904586,0.013684513787599334,0.03870564998580917,0.019352824992904586,0.019352824992904586,0.027369027575198667,0.0,0.023702273156998865,0.013684513787599334,0.036205820294822395,0.013684513787599334,0.023702273156998865,0.041053541362798,0.013684513787599334,0.03870564998580917,0.023702273156998865,0.03059950306810523,0.013684513787599334,0.03059950306810523,0.013684513787599334,0.019352824992904586,0.03352007615769955,0.0,0.049340216140983315,0.03870564998580917,0.0,0.03059950306810523,0.019352824992904586,0.0,0.019352824992904586,0.019352824992904586,0.023702273156998865,0.0,0.019352824992904586,0.019352824992904586,0.013684513787599334,0.013684513787599334,0.023702273156998865,0.03059950306810523,0.03352007615769955,0.03870564998580917,0.023702273156998865,0.0,0.019352824992904586,0.036205820294822395,0.0,0.03059950306810523,0.013684513787599334,0.013684513787599334,C,115,C,131,C,140,CC
24,«Группа Синара»,113,0.0,0.022043335708870276,0.0,0.0,0.022043335708870276,0.0,0.03818017741606064,0.031173984319427483,0.031173984319427483,0.0,0.022043335708870276,0.031173984319427483,0.03818017741606064,0.053994924715603895,0.031173984319427483,0.031173984319427483,0.0,0.0,0.03818017741606064,0.022043335708870276,0.0,0.0,0.022043335708870276,0.058321184351980436,0.0,0.04929039709588245,0.0,0.022043335708870276,0.0,0.04408667141774055,0.022043335708870276,0.022043335708870276,0.0,0.0,0.0,0.04408667141774055,0.031173984319427483,0.031173984319427483,0.03818017741606064,0.0,0.031173984319427483,0.0,0.031173984319427483,0.0,0.022043335708870276,0.031173984319427483,0.022043335708870276,0.022043335708870276,0.022043335708870276,0.0,0.04929039709588245,0.04929039709588245,0.03818017741606064,0.0,0.0,0.04408667141774055,0.031173984319427483,0.04408667141774055,0.022043335708870276,0.031173984319427483,CC,132,C,122,CC,99,B
25,«Группа Черкизово»,108,0.0,0.0,0.0,0.0,0.02026934491954644,0.02026934491954644,0.028665182485640765,0.028665182485640765,0.02026934491954644,0.0,0.02026934491954644,0.02026934491954644,0.02026934491954644,0.05733036497128153,0.03510753523679254,0.0,0.0,0.0,0.02026934491954644,0.0,0.0,0.02026934491954644,0.028665182485640765,0.05362764589531038,0.0,0.05362764589531038,0.0,0.028665182485640765,0.03510753523679254,0.03510753523679254,0.02026934491954644,0.02026934491954644,0.0,0.0,0.0,0.04964955247336333,0.0,0.028665182485640765,0.03510753523679254,0.0,0.028665182485640765,0.02026934491954644,0.028665182485640765,0.0,0.028665182485640765,0.028665182485640765,0.02026934491954644,0.02026934491954644,0.02026934491954644,0.0,0.04964955247336333,0.028665182485640765,0.028665182485640765,0.0,0.028665182485640765,0.028665182485640765,0.0,0.045323633099495844,0.02026934491954644,0.0,CC,152,C,100,CC,98,B
26,«Детский мир» (ПАО),62,0.0,0.0,0.04077389349436649,0.0,0.0288314965852446,0.0,0.04077389349436649,0.0288314965852446,0.0288314965852446,0.0,0.0288314965852446,0.0288314965852446,0.0288314965852446,0.049937616943892246,0.0,0.0,0.0,0.0,0.049937616943892246,0.0,0.0288314965852446,0.0,0.0288314965852446,0.049937616943892246,0.0288314965852446,0.04077389349436649,0.0,0.049937616943892246,0.0,0.0576629931704892,0.0288314965852446,0.0288314965852446,0.0,0.0,0.0,0.06446918625765999,0.0,0.0288314965852446,0.04077389349436649,0.0,0.0288314965852446,0.0288314965852446,0.04077389349436649,0.0,0.04077389349436649,0.04077389349436649,0.0288314965852446,0.0288314965852446,0.0288314965852446,0.0288314965852446,0.06446918625765999,0.0576629931704892,0.049937616943892246,0.0,0.0,0.0288314965852446,0.0288314965852446,0.049937616943892246,0.0288314965852446,0.0288314965852446,B,71,CC,60,B,66,BB
27,«Зарубежнефть»,20,0.0,0.0,0.0,0.0,0.027312823034722575,0.0,0.03345123993500254,0.027312823034722575,0.027312823034722575,0.0,0.038626164762400945,0.027312823034722575,0.027312823034722575,0.04730719719427708,0.027312823034722575,0.0,0.0,0.0,0.027312823034722575,0.0,0.027312823034722575,0.03345123993500254,0.03345123993500254,0.04730719719427708,0.019313082381200473,0.05462564606944515,0.038626164762400945,0.04730719719427708,0.019313082381200473,0.04730719719427708,0.019313082381200473,0.03345123993500254,0.04318536505941776,0.0,0.027312823034722575,0.04730719719427708,0.0,0.027312823034722575,0.027312823034722575,0.0,0.03345123993500254,0.019313082381200473,0.027312823034722575,0.0,0.03345123993500254,0.027312823034722575,0.027312823034722575,0.019313082381200473,0.019313082381200473,0.027312823034722575,0.04318536505941776,0.038626164762400945,0.03345123993500254,0.0,0.0,0.03345123993500254,0.0,0.04318536505941776,0.0,0.038626164762400945,BBB,22,BBB,25,A,21,A
28,"«Илим», группа",58,0.0,0.0,0.017928749299111976,0.0,0.0,0.0,0.031053504702226842,0.025355080415191276,0.031053504702226842,0.017928749299111976,0.0,0.025355080415191276,0.017928749299111976,0.04008990218436609,0.025355080415191276,0.017928749299111976,0.0,0.0,0.04008990218436609,0.025355080415191276,0.017928749299111976,0.0,0.025355080415191276,0.05071016083038255,0.0,0.05071016083038255,0.0,0.03585749859822395,0.025355080415191276,0.04391628750910589,0.017928749299111976,0.025355080415191276,0.025355080415191276,0.017928749299111976,0.017928749299111976,0.062107009404453684,0.0,0.025355080415191276,0.031053504702226842,0.0,0.025355080415191276,0.025355080415191276,0.025355080415191276,0.025355080415191276,0.025355080415191276,0.025355080415191276,0.017928749299111976,0.017928749299111976,0.025355080415191276,0.03585749859822395,0.04743501196387386,0.04391628750910589,0.04008990218436609,0.0,0.031053504702226842,0.025355080415191276,0.025355080415191276,0.04391628750910589,0.017928749299111976,0.017928749299111976,B,48,CCC,62,B,58,BB
29,«Инарктика»,61,0.0,0.0,0.02699746235780194,0.0,0.0,0.0,0.0,0.02699746235780194,0.02699746235780194,0.0,0.0,0.02699746235780194,0.02699746235780194,0.06613000712661081,0.03818017741606062,0.0,0.0,0.0,0.02699746235780194,0.0,0.0,0.02699746235780194,0.02699746235780194,0.0,0.02699746235780194,0.05399492471560388,0.0,0.05399492471560388,0.0,0.05399492471560388,0.02699746235780194,0.03818017741606062,0.0,0.0,0.0,0.06613000712661081,0.0,0.05399492471560388,0.03818017741606062,0.0,0.02699746235780194,0.02699746235780194,0.02699746235780194,0.0,0.02699746235780194,0.03818017741606062,0.02699746235780194,0.02699746235780194,0.02699746235780194,0.0,0.06036816105203689,0.03818017741606062,0.02699746235780194,0.0,0.02699746235780194,0.0,0.0,0.02699746235780194,0.0,0.0,B,87,CC,65,B,39,BBB
30,«Иркутская нефтяная компания»,51,0.0,0.0,0.02470265583266059,0.012351327916330295,0.012351327916330295,0.0,0.02470265583266059,0.01746741545259172,0.02470265583266059,0.02470265583266059,0.02139312749202791,0.01746741545259172,0.01746741545259172,0.03267854202801956,0.02139312749202791,0.01746741545259172,0.0,0.0,0.02470265583266059,0.01746741545259172,0.01746741545259172,0.01746741545259172,0.027618408833305373,0.04096472036110976,0.01746741545259172,0.03267854202801956,0.04096472036110976,0.03493483090518345,0.01746741545259172,0.03025445104080258,0.012351327916330295,0.01746741545259172,0.03705398374899088,0.03025445104080258,0.02139312749202791,0.04278625498405583,0.0,0.027618408833305373,0.02139312749202791,0.0,0.01746741545259172,0.01746741545259172,0.02139312749202791,0.01746741545259172,0.02470265583266059,0.01746741545259172,0.012351327916330295,0.02139312749202791,0.012351327916330295,0.02139312749202791,0.03493483090518345,0.03493483090518345,0.02470265583266059,0.0,0.02139312749202791,0.02470265583266059,0.01746741545259172,0.03025445104080258,0.027618408833305373,0.02470265583266059,BB,51,CCC,48,BB,44,BBB
