,topic_name,topic_num,topics_words
31,Инновации,31,"['заявкупродавать', 'сделкиинострать', 'закупкидоговор', 'сделкуть', 'заявкупоказать', 'сделкутереть', 'сделкузаявка', 'сделкизаявка', 'сделкидеть', 'заявкаоформить', 'заявкуоформить', 'договоракака', 'заявкуположение', 'заявкуовердрафт', 'заявкаанкета', 'заявкудлить', 'сделкидо', 'заявкучто', 'торгить', 'сделка', 'сделкун', 'сделкирешение', 'сделкаа', 'сделкуполучить', 'заявкучтоба', 'сделкуподписать', 'заявкуподать', 'сделкисрок', 'договорууступка', 'дарениядоговор', 'заявкуповторно', 'сделкаоформить', 'заявкучерез', 'заявкуставка', 'договоромть', 'сделкамдоговор', 'сделкия', 'сделкиавто', 'заявкувыбрать', 'заявкуоператор', 'сделкус', 'заявкурасчт', 'закупокдлить', 'заявкува', 'сделкуподрядчик', 'договорчто', 'заявкун', 'заявитель', 'заявка', 'заявкупродать']"
32,Газ,32,"['нефтьооо', 'бурнефтегаз', 'нефть', 'газпромнефтьга', 'нефтьоыи', 'газпромнефть', 'геозона', 'газостатическии', 'нефтегаз', 'экологизировать', 'туимазанефть', 'нефтея', 'нефтегазпромтех', 'сургутнефтегаз', 'биотопливо', 'экологизация', 'маслостанция', 'скважина', 'газпромнефтьдо', 'нефтепродукто', 'гидростанция', 'нефтегазвыи', 'роснефть', 'газоносность', 'нефтеотдача', 'эколог', 'ископаемое', 'экогород', 'нефтеюганск', 'месторождения', 'нефтепромысел', 'газапао', 'ископае', 'нефтиса', 'нефте', 'месторождении', 'рнуватнефтегаз', 'нефтеразведка', 'нефтепромхии', 'волганефть', 'нефтебаза', 'газоход', 'газпромавиага', 'нефтеразлив', 'геотрансгаз', 'востсибнефтегаз', 'нефтегазоносныи', 'газоотводящии', 'геолого', 'нефтехранилище']"
33,Газ,33,"['тэцпвс', 'кнрооо', 'сбпэиоферт', 'вкпб', 'пвхсжс', 'бткпукпг', 'сгмпооо', 'онлаинмкб', 'тдгпд', 'пвхсусмесь', 'аоцсб', 'нвэкпб', 'промтекооо', 'оооэтыи', 'олжетмд', 'атдбп', 'погашенияафк', 'суотпб', 'фпцпрнсб', 'ичнмкпп', 'бткпвертолтныи', 'рсбгпбба', 'сдооо', 'сооо', 'вткпвертолтныи', 'зпэцкпкз', 'саитаооо', 'пмкп', 'мчкпплощадка', 'сбпсбпприм', 'оооволгабилд', 'дбпвт', 'киржачооо', 'рбдиджиталооо', 'впц', 'рцпнг', 'зснхооо', 'ипкб', 'справкигпб', 'вкп', 'рсхбсписок', 'эшпвдп', 'атрооо', 'кзскооо', 'укпгкпп', 'авсвс', 'српд', 'оооволгатехноол', 'вткпвжп', 'кнпц']"
34,Газ,34,"['трубопрофильныи', 'трубодеталь', 'трубыпрофиль', 'трубопрокатныи', 'трубыфутляр', 'трубызаготовка', 'трубогибочныи', 'трубафутляр', 'труборезка', 'трубыбесшовныи', 'трубопровод', 'трубопроводов', 'трубызмеевик', 'трубкатвфхчервс', 'трубыпао', 'труборез', 'трубопласт', 'трубошпунт', 'трубопроводныи', 'трубмуфтовыи', 'трубфутляр', 'пласттрубмонтаж', 'трубецкои', 'трубыпэ', 'трубосварочныи', 'трубчатыи', 'трубкапереити', 'труба', 'трубицын', 'трубу', 'труболитеиныи', 'трубпвха', 'трубчевск', 'трубамультиклин', 'трубобетон', 'трубочныи', 'трубник', 'металлочерепица', 'газтрубпласт', 'сваркикалужскии', 'трубачв', 'прорубка', 'металлпластик', 'газтрубпластооо', 'трубочник', 'строитрубосталь', 'трубка', 'сваркагцтэб', 'газпромбанкас', 'трубавино']"
35,Инновации,35,"['основательность', 'средесоциальныи', 'целостность', 'развитиеновость', 'средысоциальныи', 'социальнотрудов', 'оставаться', 'цель', 'цели', 'ростастабильныи', 'надобность', 'экодеятельность', 'объективность', 'развитииновость', 'пративность', 'достоверность', 'компанииновость', 'уверенность', 'средасоциальныи', 'продуктивность', 'агрессивность', 'ассертивность', 'обеспечения', 'развитиеохрана', 'усиливаться', 'средусоциальныи', 'безопастность', 'развитияохрана', 'целость', 'удержаться', 'социальныедля', 'держаться', 'солидарность', 'стремиться', 'усилить', 'но', 'социализация', 'добиться', 'становление', 'ность', 'защитарастение', 'быть', 'верность', 'развитиепринцип', 'личность', 'себяинтеграция', 'инициативность', 'успех', 'развитию', 'настоичиво']"
36,Инновации,36,"['банковзакрыть', 'ликвидностьбанк', 'банковрезидент', 'банкуслуга', 'банканерезидент', 'банкесредство', 'банкеинформация', 'банкамрезидент', 'кредитамуслуга', 'банкприложение', 'банкаположение', 'банкдепозитарии', 'подробнеебанк', 'банкеболее', 'банкоматыпочта', 'банкподробныи', 'банкераскрытие', 'банкаприложение', 'банккакии', 'банкечитатьчтыи', 'ипотекубанк', 'банкболее', 'ипотекибанк', 'бизнесабанк', 'банкомоформить', 'бизнесбанк', 'кредитабанк', 'банксамозанять', 'большебанк', 'бизнесубанк', 'банкирезидент', 'банкефункция', 'банкомзаказать', 'кредитбанк', 'банкереквизит', 'банкевыявление', 'банкоматед', 'банкмечта', 'банкаподробныи', 'вексельбанк', 'юникредитбанк', 'втбновостибанк', 'банкекакии', 'банкеоткрытие', 'банковсделка', 'банкомдат', 'банкефинансовыи', 'банкебыть', 'банкувладелец', 'банкебанк']"
37,Эффективность и производительность,37,"['директорао', 'директор', 'директорат', 'директораот', 'какруководитель', 'руководителеи', 'директоразбукин', 'руководителямо', 'руководитель', 'директоро', 'сруководитель', 'руководителеив', 'директоровсовет', 'замгендиректор', 'советадиректор', 'директоровпо', 'директорачитать', 'директоровесть', 'советдиректор', 'откликдиректор', 'директоровдат', 'вицедиректор', 'директоровпао', 'замруководитель', 'директоровкак', 'директоровлента', 'директоровва', 'директоров', 'директоровобщии', 'директоровроть', 'гендиректор', 'итдиректор', 'директормыцык', 'директоровустав', 'замдиректора', 'менеджерпомочь', 'менеджераза', 'маяруководитель', 'топруководитель', 'менеджерасрок', 'директоровсд', 'директоровчлен', 'менеджерамести', 'директоровсми', 'менеджеразамщик', 'менеджерум', 'директоровлица', 'директорепроект', 'менеджерчтыи', 'директорчуркин']"
38,Эффективность и производительность,38,"['мвидеоэльдорадо', 'супермаркетв', 'газпромбанкадо', 'калугезавод', 'газпромбанкекак', 'производство', 'супермаркетыкак', 'производствався', 'супермаркетыи', 'уралмашзавод', 'золотодобытчик', 'производить', 'годгазпромбанк', 'дистрибьюторвич', 'газпромбанкео', 'призаводскои', 'закупкипао', 'супермаркет', 'газпромбанкаи', 'онлаинторговля', 'ванадзорхимпром', 'уралвагонзавод', 'ростелекомурал', 'газпромбанкать', 'вурнарскиизавод', 'брокеракака', 'гмосквазакупка', 'обанкротиться', 'минпромторгом', 'смартфонначнуть', 'белгазпромбанк', 'яндексмаркетдыи', 'газпромнефтьдо', 'гипермаркет', 'гофрозавод', 'етзавод', 'петрозаводскмаш', 'горнозаводск', 'золотопримныи', 'газпромбанкно', 'маркетахскачать', 'племзавод', 'онлаинпродавец', 'газпромбанка', 'рынкахинострать', 'моссельпром', 'спгзавод', 'нефтепромбанккб', 'микромаркет', 'артзавод']"
39,Газ,39,"['атомэнергопром', 'атомпроект', 'ядерщик', 'атомстрои', 'атомэнергосбыт', 'атомщик', 'атомтехэнерго', 'атомстроить', 'атомная', 'атомэнергомаш', 'атомтор', 'атомреверс', 'атомгарант', 'атомград', 'атомдатацентр', 'атомгагарин', 'атомрита', 'атомплан', 'атоммашевец', 'атомдата', 'ядернолучев', 'атомпланао', 'атомикхак', 'атомпарк', 'атомиады', 'ядернооружеиныи', 'атомиада', 'атом', 'атоммаш', 'атомныи', 'атоме', 'атомверсия', 'атомоход', 'атомкомплект', 'атомэкспо', 'атомносилов', 'ядерныи', 'атомов', 'атомрегион', 'атомариум', 'атомпланацс', 'атомиум', 'атомквиза', 'атомконтент', 'энергостроитель', 'росэнергоатома', 'атомфонд', 'атомкапитал', 'атоматическии', 'госатомнадзор']"
40,Профсоюзы и коллективные договоры,40,"['договорууступка', 'договорчто', 'договорукак', 'договоракакии', 'договору', 'договор', 'договорапереход', 'договоракаким', 'договора', 'договораобычно', 'договоруобъект', 'договордоговор', 'договорекак', 'договоробычно', 'договораести', 'договорастанить', 'договоракака', 'договораподать', 'договороставить', 'договоровдат', 'договоромть', 'договорбез', 'договорупо', 'договораудобныи', 'договорава', 'договораса', 'договоровединыи', 'договорадат', 'договорауезжать', 'соглашение', 'договораомс', 'соглашениемежда', 'договорад', 'договоромкто', 'договорв', 'договоречтыи', 'договорасумма', 'договорапуть', 'соглашениен', 'договорустать', 'контрактация', 'договорун', 'договорамть', 'договорепрь', 'договорразмер', 'договоромма', 'договордва', 'договорам', 'договоракто', 'договорапубла']"
41,Отношения с потребителями,41,"['втбсчетувыбрать', 'суммтребование', 'сниженыдыи', 'уменьшаемаять', 'преувеличении', 'ггвыполнение', 'перевыполнение', 'навыполнение', 'упрочнение', 'преувеличение', 'превышенв', 'уранплутониевыи', 'рфснижение', 'средствснижение', 'превышение', 'понижение', 'дозаполнение', 'квотируемыи', 'пролонгациякром', 'непревышение', 'выдачиупрощить', 'погашенииниже', 'большедосрочныи', 'деагломерация', 'упрощнныи', 'занижение', 'переполнение', 'внеплощадочныи', 'обесценивать', 'спускоподъмныи', 'доходностьдлить', 'допусковои', 'снижение', 'сокращенныи', 'счетпродолжить', 'суммыминимум', 'уменьшение', 'прорезиненныи', 'чеквыше', 'обращениивыпуск', 'ипотекасоздать', 'завышение', 'снизиться', 'втбсчетдлить', 'вычетынуть', 'предвыпускнои', 'размещенадлить', 'сбпвыбрать', 'неразмещнныи', 'эмитентомрасход']"
42,Отношения с потребителями,42,"['компаниятеть', 'компании', 'компанииоснова', 'компаниямстатья', 'компаниямиотдел', 'компанииправить', 'компания', 'компаниядвоиник', 'предприятия', 'компанияс', 'компаниюэмитент', 'предприятиедля', 'компаниямис', 'компанииакция', 'бизнесакомпания', 'предприятиями', 'компаниичитать', 'компанияооо', 'компаниюработа', 'компаниипо', 'компаниим', 'предприятиять', 'компанияполныи', 'компанияпочесть', 'компаниямма', 'компаниявоити', 'компанииуказать', 'компаниис', 'компанияклиент', 'бизнесгрантовыи', 'компаниями', 'компаниимиссия', 'компаниямидлить', 'компаниипорядка', 'фирма', 'компанииэмитент', 'компаниима', 'бизнесединыи', 'компаниисеть', 'бизнесаоблачныи', 'предприятие', 'бизнесавоити', 'компаниио', 'бизнесавэдприм', 'компаниилауреат', 'бизнесасвое', 'бизнесклиент', 'бизнесарасчт', 'компаниисделка', 'бизнессправка']"
43,Отношения с потребителями,43,"['соломеиныи', 'егрипегрюла', 'овощехранилище', 'овощефруктовыи', 'молочнотоварныи', 'гофролоток', 'гофролотков', 'ларбаурким', 'сливочнопряныи', 'ясныиприм', 'семядоля', 'канареечник', 'силикатныи', 'мелколепестник', 'злектрошоковыи', 'синапурскии', 'пшеничнозолоть', 'шлакообразующии', 'опочинина', 'первозасельник', 'токопримник', 'почечуиныи', 'псмородина', 'мчкпплощадка', 'шлакощелочнои', 'сухомясов', 'желеиныи', 'буфетнокухонныи', 'ынахсытыи', 'сортымскнефть', 'смородина', 'сваезабивочныи', 'супоросныи', 'опалихасити', 'ркоспециальныи', 'мукомольныи', 'краунэфир', 'пастушии', 'лобазовыи', 'сеилссолюшныи', 'слюдянка', 'буксирныи', 'перепелиныи', 'обезжиренныи', 'морошечныи', 'атсотмесномер', 'можжевельник', 'фрунзеоловянка', 'филеиныи', 'топинамбур']"
44,Дивиденды и акционеры,44,"['счетдокумент', 'счетедокумент', 'документахдат', 'документовдлить', 'рфдокумент', 'документаотчт', 'документести', 'документапо', 'документовустав', 'юрлицдокумент', 'справокдокумент', 'ипдокумент', 'документациивыи', 'ооодокумент', 'документуести', 'документовчтыи', 'документациина', 'документамбез', 'документация', 'документа', 'документации', 'документовва', 'документацииещ', 'документысписка', 'документов', 'документамкто', 'документально', 'документ', 'ркодокумент', 'документовкак', 'документовпао', 'счетадокумент', 'документооборот', 'документовма', 'лицамидокумент', 'документавид', 'документфаил', 'документпомять', 'брокерадокумент', 'документарныи', 'данныхдокумент', 'документадат', 'надодокумент', 'документоввоити', 'документаыи', 'онлаиндокумент', 'документахдоп', 'документальныи', 'документе', 'документаа']"
45,Дивиденды и акционеры,45,"['обществозабота', 'компаниядвоиник', 'обществааудитор', 'компанияпочесть', 'социальнотрудов', 'компанияполныи', 'компаниилауреат', 'обществвладелец', 'компанииправить', 'компаниямстатья', 'компаниимиссия', 'компанииакция', 'обществама', 'заявкусотрудник', 'компанииновость', 'обществаправо', 'компаниюработа', 'предприятия', 'компаниюэмитент', 'компания', 'компаниямиотдел', 'обществаучастие', 'обществаво', 'обществом', 'общества', 'сотрудникаотчт', 'сотрудниковшаг', 'обществог', 'компаниятеть', 'лицазаместитель', 'компании', 'обществать', 'обществах', 'обществапомощь', 'компанииоснова', 'общество', 'обществоу', 'пбобщество', 'обществоотчт', 'компанияклиент', 'обществаналог', 'обществакакии', 'сдобщество', 'сотрудниковштат', 'корпоратившлк', 'обществеть', 'сотрудникидлить', 'коллегсотрудник', 'компаниялидер', 'компаниявоити']"
46,Антикоррупция,46,"['лицодлить', 'лицотребование', 'лицода', 'лицосамозанять', 'лицазаявление', 'лицавладелец', 'лицоакция', 'лицапогашение', 'лицпоследствие', 'лицо', 'лицаоформить', 'личнопереть', 'личностно', 'личнодата', 'лицаюридическии', 'лицполучить', 'лицснятие', 'лицможныи', 'лицзаключение', 'лицамиправить', 'лицперевести', 'конфиденциально', 'лицдлить', 'лицамибез', 'лицзаявление', 'лицсозыв', 'лицправило', 'личностьвыбрать', 'лицупаспорт', 'лицсущественныи', 'лицнуть', 'лицнерезидент', 'лицамнерезидент', 'персоналалюдить', 'лицусловие', 'лицамидать', 'личноподать', 'лицэмиссионныи', 'лица', 'лицамиполучить', 'лицамирезидент', 'лицрезидент', 'лицабез', 'лицакак', 'лицовердрафт', 'лицава', 'правонарушение', 'лицпроведение', 'лицообщество', 'лицкража']"
47,Антикоррупция,47,"['управлениеакция', 'управляющимести', 'управлениеустав', 'управление', 'контрольаудит', 'управляемость', 'управленииооо', 'управленияпо', 'управления', 'управлениягодов', 'управлениео', 'управлениячтыи', 'управленияи', 'управлениять', 'управляиновыи', 'управлениеобщии', 'управлениякак', 'средствконтроль', 'управлениядат', 'управлении', 'управлениидо', 'управленческии', 'управленец', 'управлятьвопрос', 'контролякомитет', 'управленияобщии', 'управляемыи', 'контролязона', 'контролемперд', 'контрольвоити', 'управлениян', 'контролемоб', 'подконтрольныи', 'управленияс', 'госконтроль', 'контролюкакии', 'управлятьва', 'контроля', 'контроляперевод', 'контролядата', 'управленияафк', 'управленияхомут', 'управлениюрохья', 'контроляз', 'контроляпорядок', 'этомконтроль', 'бизнесконтроль', 'итнаправление', 'таимменеджмент', 'управлятькакии']"
48,Отношения с потребителями,48,"['ростелеком', 'ростелекомом', 'ростелекомцод', 'ростелекома', 'ростелекомсолар', 'интернетсвязь', 'интернетуслуга', 'связьинтернет', 'интернетмодем', 'связиинтернет', 'интернеткома', 'телефонслужба', 'филиалателефон', 'телеинтернет', 'офисинтернет', 'связькома', 'интернетекарта', 'тарифкак', 'телекомкомпания', 'телекомуслуга', 'роумингекаком', 'тарифподключить', 'интернетабыстро', 'телекомоператор', 'мегафон', 'сеть', 'связироуминг', 'интернетароутер', 'софтмерчмодем', 'сетиканал', 'тарифомть', 'тарифкакии', 'связьтариф', 'маршрутизатор', 'узбектелеком', 'сетивыделить', 'тарифовуслуга', 'связькарта', 'сетьпокупать', 'тариф', 'услугкарта', 'роуминг', 'интернетадрес', 'тарифчто', 'интернетеможныи', 'телеграмеканал', 'сети', 'мтс', 'интернетакак', 'тарифахкак']"
49,Инновации,49,"['паспортзаявка', 'паспортпогасить', 'паспортомдат', 'оформитьсписка', 'доверенность', 'паспорт', 'паспортаулица', 'паспортепо', 'документыбанк', 'доверенностьва', 'паспортполучить', 'паспортизация', 'паспортувыдача', 'тарифакомиссия', 'брокерадокумент', 'паспортень', 'доверенностид', 'паспортпереть', 'паспортубез', 'паспорткак', 'паспортпоказать', 'банкрегистрация', 'оформитьподать', 'нотариусакака', 'лицамидокумент', 'банкадокумент', 'нотариус', 'тарифакака', 'паспортрежим', 'оформитьправить', 'документысписка', 'паспортдлить', 'паспортаэта', 'оформиться', 'паспортуипотека', 'банкаоформление', 'документовкак', 'оформить', 'оформитьпомощь', 'счетдокумент', 'нотариусадлить', 'счетадокумент', 'оформлять', 'паспортсрок', 'счетедокумент', 'удостоверение', 'оформитьрасчт', 'паспортудобныи', 'регистрациякак', 'оформия']"
50,Экологический менеджмент,50,"['производствотыс', 'производство', 'производства', 'производствадыи', 'производствався', 'изготовление', 'производств', 'продукцияработа', 'производствва', 'зожпродукция', 'продукциинавыка', 'продукциюрф', 'продукциюпо', 'продукциить', 'продукцииести', 'продукциис', 'продукция', 'продукции', 'сппроизводство', 'продукциякака', 'продукционныи', 'продукциима', 'продукциидать', 'производствитог', 'тпродукция', 'продукциирост', 'фабрикация', 'репродукция', 'продуктиль', 'продуктивныи', 'цбппродукция', 'производить', 'производителеи', 'акбизготовление', 'производителями', 'продукцияметить', 'ооообработка', 'твпроизводство', 'продукциягибкии', 'продуктопровод', 'производитель', 'продукциимарка', 'химпродукция', 'доработка', 'производстенныи', 'проработка', 'продуктыновости', 'товаровработа', 'впромышленность', 'воспроизводство']"
51,Отчетность и прозрачность,51,"['оборудованиедля', 'оборудование', 'оборудования', 'оборудованияпо', 'оборудовании', 'оборудованиян', 'дооборудование', 'итоборудование', 'оборудованиекак', 'оборудованияпир', 'аппаратурныи', 'оборудованияот', 'аппаратчик', 'приборыня', 'аппарат', 'элоборудование', 'приборов', 'аппаратчица', 'аппаратов', 'прибор', 'аппаратныи', 'медоборудование', 'приборостроения', 'оснащение', 'аппаратура', 'оргтехника', 'приборсервис', 'приборостроение', 'техникиофисныи', 'доргтехник', 'приспособление', 'машинокомплект', 'приборныи', 'спецтехника', 'механизмлатунь', 'оснащать', 'дртехническии', 'сепараторщик', 'техникиса', 'спецтехник', 'сельхозтехника', 'медтехника', 'спецавтотехник', 'техникичтоба', 'комплектэнерго', 'техникина', 'инструмент', 'техникибережныи', 'всетоварыуслуга', 'стмтехник']"
52,Инновации,52,"['технологическои', 'отехнология', 'технологическии', 'технологически', 'технологические', 'технзадание', 'инженертехнолог', 'ултехническии', 'иттехнология', 'общетехническии', 'технологичность', 'технологич', 'технология', 'технологичныи', 'лтнотехническии', 'итехническии', 'неиротехнология', 'технологичскии', 'техэксперт', 'технолога', 'неиротехнологии', 'технологиями', 'технологиях', 'асботехническии', 'технологииооо', 'техзадание', 'технологии', 'технолог', 'технологиям', 'технологов', 'технологиима', 'техникиофисныи', 'техническаятар', 'техникиса', 'техпроцесс', 'технологиинаш', 'видетехническии', 'техникина', 'оргтехника', 'техники', 'техникоиооо', 'техническиикфк', 'техника', 'техниче', 'техникибережныи', 'технамид', 'технологичнскии', 'спецавтотехник', 'технорабочии', 'техникия']"
53,Инновации,53,"['картуоплатить', 'картубесплатно', 'картубесплатныи', 'картабесплатныи', 'картыбанк', 'картызаполнить', 'картабанковскии', 'картыбесплатно', 'картызарплатныи', 'картупополнить', 'картузарплатныи', 'картыбесплатныи', 'картызарплата', 'картузаполнить', 'картуполучить', 'картбесплатно', 'картамкредитныи', 'банккарта', 'картбесплатныи', 'картукак', 'картазаполнить', 'картывыписка', 'оплаткарта', 'картызаказать', 'картырассрочка', 'картуполучать', 'банкакарта', 'картыкак', 'картыальфакарта', 'картукарта', 'картыкарта', 'картывыбрать', 'картуподать', 'картумоскарта', 'картузабрать', 'картыпополнять', 'картыпогашение', 'картыипотека', 'кредиткарта', 'картысоциальныи', 'картуэкономить', 'картакарта', 'картудоставить', 'картустать', 'картыуслуга', 'втбонлаинбанк', 'картывыгодныи', 'кредитакартывсе', 'картууже', 'счетакарта']"
54,Налоги,54,"['дивидендахть', 'дивидендовкак', 'пенсиивыплата', 'налогивключить', 'периоддивиденд', 'дивидендыгода', 'дивидендовдат', 'дивидендыть', 'дивидендыыи', 'дивидендныи', 'налогпереть', 'дивидендах', 'налогаснуть', 'дивиденд', 'налогався', 'пенсияподать', 'налогабез', 'дивидендовва', 'вкладоввыплата', 'налогауправлять', 'налогисравнение', 'выплатыпо', 'депозитавыплата', 'выплатыполучить', 'налогбыть', 'дивиденды', 'налоговвыберит', 'налогомд', 'доходграндвклад', 'пенсииполучить', 'налоговкомиссия', 'выплатыполучать', 'налоговоикак', 'налогафнс', 'налогизаплатить', 'налогисбор', 'доходвклад', 'взносамуплата', 'налогамфнс', 'налоганета', 'налогналог', 'налогть', 'налогообложение', 'налог', 'налогана', 'взносаипотечныи', 'налогести', 'депозитаснятие', 'акциямдивиденд', 'пенсиивыписка']"
55,Отходы,55,"['ремонтник', 'ремонтвоити', 'ремонта', 'ремонтускидка', 'ремонт', 'ремонтировать', 'ремонтныи', 'ремонтироваться', 'замыканияремонт', 'ремонтуводитель', 'плунжерремонт', 'главмосремонт', 'стмремонт', 'ремонтапочему', 'ремонтбесплатно', 'домнаремонт', 'капремонт', 'газремонт', 'проверкиремонт', 'кладкеремонт', 'камэнергоремонт', 'реконструкция', 'отремонтировать', 'торемонт', 'монт', 'энергоремонт', 'электроремонт', 'ремонтпокупка', 'работымонтаж', 'перемонтаж', 'демонтажумонтаж', 'судоремонт', 'вагоноремонт', 'смонтирована', 'гэсремонт', 'строипромсервис', 'внутриремонтныи', 'реставрационныи', 'смонтировать', 'лентурборемонт', 'монтировать', 'улмонтажник', 'нефтереммонтаж', 'строиплощадка', 'промстроимонтаж', 'монтажникакакии', 'услугуфиксация', 'реставрация', 'строиуслуга', 'монтажник']"
56,Безопасность продукта,56,"['годфинансовыи', 'годафинансовыи', 'годуфинансовыи', 'финансовыи', 'годомобеспечить', 'годуежегодно', 'финансово', 'финансахфинанс', 'финансированиюв', 'годовыхпроцент', 'месяцевзалог', 'рсбуфинансовыи', 'годовыхкредить', 'средафинансовыи', 'финансыэкономик', 'месяцзачисление', 'доходыубыток', 'годовыхвклад', 'годовыхупрощнно', 'финансовсервис', 'доходовубыток', 'финансо', 'годовыхполучать', 'нефинансовыи', 'софинансировать', 'прибыльубыток', 'финансирование', 'годасократить', 'сбфинанс', 'фактыежегодно', 'финансированиен', 'ефинансирование', 'финансамидо', 'фссежегодныи', 'годакредитныи', 'гфинансовыи', 'финанссообщение', 'финансист', 'результатыгод', 'годовыхтариф', 'ежегоднаяинфция', 'финанслов', 'доходсрок', 'годаакционерныи', 'годомпочта', 'месяцбаланс', 'финанс', 'нефинансист', 'финансыключевои', 'годупополнение']"
57,Обучение и развитие,57,"['обучениязабота', 'обучениедля', 'обучениявысокии', 'образованиекурс', 'обученияболее', 'обученияс', 'учебнокурсовыи', 'учебнонаучныи', 'обучениеу', 'обучающихсян', 'обучение', 'обучающихся', 'образованиедля', 'обучениеи', 'обучения', 'обучениятренинг', 'обучаемость', 'обучениюи', 'образованиеот', 'профучастник', 'себеобучение', 'учир', 'образованиен', 'тдподготовка', 'учебнонаглядныи', 'образование', 'годувыпускник', 'образованиеыи', 'образованиима', 'студентамработа', 'учебныи', 'васподготовка', 'обучаться', 'тренинговыи', 'самообучение', 'обучать', 'вузамиработа', 'гчпподготовка', 'самоучитель', 'обученность', 'переподготовка', 'самоподготовка', 'учбольшии', 'выпускникамма', 'тренинг', 'техучилищеост', 'образования', 'образованиеопыт', 'преподавание', 'курсакомиссия']"
58,Лидерство,58,"['авиаперевозчик', 'авиазаправочныи', 'авиаперевозка', 'пассажира', 'авиакомпаниить', 'пассажир', 'авиаучт', 'пассажирамменю', 'пассажиров', 'авиакомпания', 'авиатранспорт', 'пассажировчтыи', 'пассажирамменюн', 'авиация', 'пассажирка', 'авиасалон', 'аэропортупереть', 'авиабилет', 'багажаперевозка', 'пассажирах', 'авианакладная', 'авиакасса', 'авиадоставка', 'авиа', 'авиаперелт', 'пассажиропоток', 'пассажирами', 'пассажирамныи', 'авиакомпаниина', 'авиахолдинг', 'авиапредприятие', 'пассажирам', 'авиагрузовои', 'пассажирооборот', 'авиаклин', 'аэропортуть', 'аэропорту', 'пассажирамипао', 'авиатик', 'авиаотряд', 'авиадеталь', 'авиатехпримка', 'авиамеханик', 'авиасервис', 'аэропортупомощь', 'авиаузел', 'аэропорт', 'самолетакак', 'самолетаменюкак', 'пассажирумедик']"
59,Энергия,59,"['энергодефицит', 'энергосбытовыи', 'энергоснабжение', 'электроэнергии', 'энергозатратныи', 'энергозатраты', 'энергоресурсов', 'энергострои', 'энергогенерация', 'энергосбыт', 'энергорынку', 'энерготреидинг', 'энергонапрячь', 'энергоресурсы', 'энергоустановка', 'энергохозяиство', 'энергосеть', 'энергообъект', 'энергиюосновныи', 'энергорынок', 'энергоаудит', 'энергомкость', 'электроэнергия', 'энергослужба', 'энергои', 'энерготехника', 'энергопринимать', 'энергоюг', 'энергосбереже', 'энергомкии', 'энергоэффектив', 'энергиивыброс', 'энергоноситель', 'энергоцех', 'энергиятепловыи', 'энергоавтотранс', 'энергокомплекс', 'энергиюуважать', 'энергетике', 'энергопереход', 'энергосиловои', 'энергогарант', 'энергосервисныи', 'энергиюв', 'росэнергоатом', 'энергомера', 'энергетическои', 'энергохолдинг', 'энергоремонтныи', 'энергиик']"
